26847.01659	9010.529189	5436.172017	5249.511729
26789.94477	9117.221659	5342.804557	5241.782175
26690.63458	9201.750223	5267.30149	5235.730443
26573.18621	9271.024206	5204.344691	5230.818154
26446.68436	9330.340678	5149.619302	5226.645693
26314.95645	9382.758634	5100.598236	5222.984296
26179.88247	9430.112612	5055.755867	5219.697368
26042.50263	9473.575885	5014.112672	5216.697783
25903.44565	9513.94262	4975.003912	5213.926677
25763.11783	9551.775789	4937.957507	5211.342377
25621.79569	9587.489645	4902.625618	5208.914249
25479.67536	9621.398417	4868.744128	5206.619072
25336.9007	9653.74652	4836.107449	5204.438794
25193.58014	9684.728094	4804.552198	5202.359078
25049.79736	9714.500101	4773.94623	5200.368337
24905.61821	9743.191385	4744.181061	5198.457058
24761.09537	9770.909101	4715.166471	5196.617328
24616.27163	9797.743383	4686.826588	5194.84249
24471.18221	9823.770811	4659.096982	5193.126884
24325.85637	9849.057021	4631.92247	5191.465656
24180.31874	9873.658714	4605.25543	5189.85461
24034.59016	9897.625208	4579.054493	5188.290093
23888.68846	9920.999677	4553.283509	5186.768903
23742.62899	9943.820121	4527.910727	5185.288217
23596.42504	9966.120161	4502.908128	5183.845536
23450.08819	9987.929681	4478.250885	5182.438634
23303.6286	10009.27535	4453.916924	5181.06552
23157.05519	10030.18107	4429.886557	5179.724407
23010.37587	10050.66832	4406.142174	5178.413684
22863.59767	10070.75649	4382.667988	5177.131895
22716.72682	10090.46311	4359.449821	5175.87772
22569.76894	10109.80407	4336.474917	5174.649956
22422.72902	10128.79386	4313.731788	5173.447507
22275.6116	10147.44564	4291.210076	5172.269369
22128.42075	10165.77147	4268.900437	5171.114624
21981.16014	10183.78238	4246.794442	5169.982425
21833.83313	10201.48847	4224.884489	5168.871995
21686.44275	10218.89904	4203.163722	5167.782614
21538.99177	10236.02265	4181.625968	5166.713619
21391.4827	10252.86718	4160.265675	5165.664393
21243.91784	10269.43991	4139.077859	5164.634365
21096.29932	10285.74757	4118.058056	5163.623004
20948.62905	10301.79641	4097.202285	5162.629814
20800.90881	10317.59221	4076.507003	5161.654335
20653.14023	10333.14034	4055.96908	5160.696133
20505.32481	10348.4458	4035.585759	5159.754806
20357.46393	10363.51325	4015.354636	5158.829973
