10817.280297728872	1833.7170310406907	5034.747881777838
9325.095067604629	3207.8630298121843	4969.891507357452
9730.820965746292	3685.3283933333114	5575.956684812156
10375.800890485949	1576.5037390255557	4811.490388654243
9834.861074823628	4373.517815981317	5282.68352456591
9732.16719754743	3310.087329309233	5400.554569456488
10190.104640382324	3770.822033445692	4311.922644522469
10464.844110545311	2668.8781808697354	4281.279911091508
10685.524403170548	4121.034173906781	4832.3283292051865
11452.857898688138	2946.4819028183315	5373.260847121212
9095.39880052856	3164.4735420816482	5582.783916614692
10562.433932933678	2340.920802629795	5703.985932218555
11636.284311299696	1657.8702347574258	5611.583192113221
10115.538388367126	2837.9561456495994	5306.947909601611
1997.9599855158433	13292.452252996722	6332.85280332978
10686.921239687497	4202.144310702862	5461.034952817707
9128.030361029043	4023.214627287193	5344.777339142893
2303.393905966481	15177.80054288544	6209.3407770889025
10002.907970966355	3296.5405867863456	4819.214733960726
10887.143493394557	1157.674293436473	4620.503236790439
11622.011617892884	3433.2082337225957	5092.771868966931
1580.8757484811103	12727.649109765718	6701.174105890496
11352.661760745328	2449.0439102165774	4913.932379288701
8625.637639178252	5884.985802846116	4797.38641497209
10804.823894390942	3369.443520024332	4944.080516578881
10579.86625723702	1453.0252375276368	5105.646450914901
10948.731033423193	1957.1585051333238	5344.538810615221
8531.063156533715	3442.3860037250674	5442.629996441743
10039.302753247212	3589.332548484771	5144.439238368438
11254.14410946703	2548.5037460799635	5278.6476824497
11386.856932878094	3429.2509338328973	5158.849871427506
11128.670901769148	4026.2936654345062	4934.359090103855
11380.499086034733	1794.6773541537893	4811.469318475986
11759.123746868961	2812.3185154625794	4706.470451314952
10503.806200809364	2695.0127986914786	5458.915720589094
2324.2864547015465	13970.824388844672	7347.070735751218
11131.916755699121	2828.9012746545063	5424.719160679747
11728.114077010596	3240.3634942587128	4496.813810820123
12034.637284978226	3016.666087080336	4979.0275391396135
2318.277839339144	13595.627625412044	7220.765368153689
11044.462107354131	3392.573712993498	5571.406944857066
9100.248978362462	5189.106859398064	4779.450794023248
9745.891151725435	3987.6927918613897	4599.308799619168
12096.486314944214	3373.916498789266	4887.679931997678
11833.464655593643	2797.002501059855	5676.4938469132985
10290.012122755896	3101.7835363143495	5428.620869685318
11118.726895441649	3433.122051371112	5418.429101047297
9993.087253792617	4121.288498625087	5101.585809831957
10823.353612804005	3538.200439430171	5182.067207574453
10498.8188338857	3232.643522524398	4799.429471514647
12010.824669053893	3993.4661252149745	5054.740346838732
11357.037741371632	1967.2776151126318	4597.5186457023565
8974.100622382004	2079.341606558462	5273.912255909246
12044.970128692048	781.459639887478	4890.588035412762
10866.97859728733	2045.2211279412797	5490.070870565913
11718.523846647222	2427.348270317643	5594.420351083247
8753.95399070361	3985.4610022352053	5426.515534075429
11510.652354184276	3693.1815663034904	5069.240588404104
10651.330855848993	2932.3014633242715	4800.231027235981
10850.806271443113	4241.911422742177	4958.150525669647
2800.934444022194	13558.128237443076	7014.458992492694
1912.8340220315745	12984.97357766979	6752.831486765043
1403.2970435833354	14439.985202361193	6163.362933890891
11214.32585778021	5244.614205435268	5268.3231197427995
10373.77003860672	3272.9510472280094	4986.309399009262
10868.136921517631	4081.724567794625	5934.95564645196
10152.363884375487	4153.3887939977585	4600.469801236731
10456.182358487886	2182.2478880979957	5191.379814650416
1136.832550043318	14010.741288718225	7121.579007586241
9362.86050824155	5302.852121327621	4913.476685341208
7629.543907558744	4368.470942426427	5326.648856459664
11026.560112419955	1926.9708798180945	5153.599400297248
11845.447064982169	2362.314600748239	4901.45374503746
10602.895039961522	4411.97782819202	4846.922179608936
10410.52322794746	4239.561773950258	5234.047202009522
10573.535759132164	3830.6068461806167	5090.424581470501
10379.95839721626	2449.08846171724	4939.078331787875
